URN,EstablishmentName,TelephoneNum,HeadFirstName,HeadLastName,type,group,OpenDate,phase,gender,NumberOfPupils,PercentageFSM,trusts,Ofsted,Town,Postcode,region,phase2,region2,numpupils_quintile,fsm_quintile,All
105951,St Teresa's RC Primary School,01617778203,Sandra,Burgess,Voluntary aided school,LA maintained schools,,Primary,Mixed,252,6.3,,Good,Manchester,M44 5LH,North West,Primary,Non-London,3,5,All
131072,Riverview CofE Primary and Nursery School VA,02083371245,Mercy,Atkins,Voluntary aided school,LA maintained schools,01-09-1995,Primary,Mixed,233,23.5,,Good,Epsom,KT19 0JP,South East,Primary,Non-London,3,3,All
110973,Meadowside Community Primary and Nursery School,01925632705,Stuart,Wright,Community school,LA maintained schools,,Primary,Mixed,277,31.5,,Good,Warrington,WA2 9PH,North West,Primary,Non-London,3,4,All
103289,Bellfield Infant School (NC),01214644855,Gill,Simm,Community school,LA maintained schools,,Primary,Mixed,283,37.8,,Requires improvement,Birmingham,B31 1PT,West Midlands,Primary,Non-London,3,4,All
139863,Lound Junior School,01142462181,Emma,Bellamy,Academy converter,Academies,01-07-2013,Primary,Mixed,241,8.3,LOUND ACADEMY TRUST,Good,Sheffield,S35 2UT,Yorkshire and the Humber,Primary,Non-London,3,5,All
140819,Stalham Academy,01692580053,Glenn,Russell,Academy sponsor led,Academies,01-05-2014,Primary,Mixed,235,11.5,RIGHTFORSUCCESS TRUST,Good,Norwich,NR12 9PS,East of England,Primary,Non-London,3,2,All
126248,Kiwi Primary School,01980632364,S,Raeburn,Community school,LA maintained schools,,Primary,Mixed,273,0.4,,Good,Salisbury,SP4 9JY,South West,Primary,Non-London,3,1,All
107655,Holmfirth Junior Infant and Nursery School,01484687565,Julian,Rose,Community school,LA maintained schools,,Primary,Mixed,240,7.4,,Good,Holmfirth,HD9 2RG,Yorkshire and the Humber,Primary,Non-London,3,5,All
108249,Featherstone Purston St Thomas Church of England Voluntary Controlled Junior School,01977706063,Debra,Randall,Voluntary controlled school,LA maintained schools,,Primary,Mixed,256,28.5,,Good,Pontefract,WF7 5BG,Yorkshire and the Humber,Primary,Non-London,3,3,All
110658,Newnham Croft Primary School,01223508737,S,Williams,Community school,LA maintained schools,,Primary,Mixed,237,3,,Good,Cambridge,CB3 9JF,East of England,Primary,Non-London,3,3,All
104153,Elmore Green Primary School,01922710162,J,Humphreys,Community school,LA maintained schools,,Primary,Mixed,317,19.2,,Outstanding,Walsall,WS3 2HW,West Midlands,Primary,Non-London,3,2,All
131848,St Paul's CofE Primary School,01616249019,Hilary,Henderson,Voluntary aided school,LA maintained schools,01-01-1998,Primary,Mixed,232,11.1,,Requires improvement,Oldham,OL2 5LU,North West,Primary,Non-London,3,1,All
105149,Brownlow Fold Primary School,01204333511,Julie,Hignett,Community school,LA maintained schools,,Primary,Mixed,279,14.4,,Good,Bolton,BL1 3DX,North West,Primary,Non-London,3,2,All
138523,St Bede's RC Primary School,01325466411,Doreen,King,Academy converter,Academies,01-08-2012,Primary,Mixed,286,6.6,CARMEL EDUCATION TRUST,Good,Darlington,DL1 3ES,North East,Primary,Non-London,3,5,All
105808,St Gabriel's Church of England Primary School,01616539587,Karen,Race,Voluntary controlled school,LA maintained schools,,Primary,Mixed,236,18.2,,Good,Manchester,M24 2BE,North West,Primary,Non-London,3,2,All
131036,Albany Village Primary School,01914155700,Christine,Brown,Community school,LA maintained schools,01-09-1996,Primary,Mixed,239,35.3,,Good,Washington,NE37 1UA,North East,Primary,Non-London,3,4,All
113278,Laira Green Primary School,01752660427,Bernadette,Kennedy,Community school,LA maintained schools,,Primary,Mixed,284,33.5,,Good,Plymouth,PL3 6BP,South West,Primary,Non-London,3,4,All
141273,Haydon Wick Primary School,01793706606,Aine,Gale,Academy converter,Academies,01-09-2014,Primary,Mixed,275,7.3,THE WHITE HORSE FEDERATION,,Swindon,SN25 1HT,South West,Primary,Non-London,3,5,All
110687,Priory Park Infant School & Playgroup,01480398010,A,Smith,Community school,LA maintained schools,,Primary,Mixed,244,10.7,,Good,St Neots,PE19 1DZ,East of England,Primary,Non-London,3,1,All
104819,St Julie's Catholic Primary School,01744678233,A M,Hodgson,Voluntary aided school,LA maintained schools,,Primary,Mixed,241,1.2,,Outstanding,St Helens,WA10 5HG,North West,Primary,Non-London,3,1,All
114989,Great Bradfords Infant and Nursery School,01376326891,Anita,Easton,Community school,LA maintained schools,,Primary,Mixed,320,16.6,,Good,Braintree,CM7 9LW,East of England,Primary,Non-London,3,2,All
102420,Dr Triplett's CofE Primary School,02085731617,Rachel,Anderson,Voluntary aided school,LA maintained schools,,Primary,Mixed,457,8.2,,Good,Hayes,UB3 2JQ,London,Primary,London,4,5,All
116297,St John the Baptist Church of England Primary School,01489573276,Elaine,Merriman,Voluntary controlled school,LA maintained schools,,Primary,Mixed,381,9.7,,Good,Fareham,PO14 4NH,South East,Primary,Non-London,4,5,All
138278,Oasis Academy Connaught,01275894590,George,Franks,Academy sponsor led,Academies,01-09-2012,Primary,Mixed,342,54.9,OASIS COMMUNITY LEARNING,Requires improvement,Bristol,BS4 1NH,South West,Primary,Non-London,4,5,All
102884,Darell Primary and Nursery School,02088766721,Karen,Bos,Community school,LA maintained schools,,Primary,Mixed,347,13.8,,Good,Richmond,TW9 4LH,London,Primary,London,4,2,All
140767,"St Joseph's Catholic Primary School, Poole",01202741932,Neil,McDermott,Academy converter,Academies,01-04-2014,Primary,Mixed,385,12.7,PLYMOUTH CAST,Good,Poole,BH12 4DZ,South West,Primary,Non-London,4,2,All
141375,Dixons Manningham Academy,01274731695,Terri,Leighton,Academy sponsor led,Academies,01-01-2015,Primary,Mixed,415,26.6,DIXONS ACADEMIES CHARITABLE TRUST LTD,Good,Bradford,BD8 8HY,Yorkshire and the Humber,Primary,Non-London,4,3,All
123764,Greenfylde Church of England First School,0146052686,Claire,Oaten,Voluntary controlled school,LA maintained schools,,Primary,Mixed,362,8,,Outstanding,Ilminster,TA19 0DS,South West,Primary,Non-London,4,5,All
102730,Maryland Primary School,02085348135,Lorna,Jackson,Community school,LA maintained schools,,Primary,Mixed,458,15.9,,Good,London,E15 1SL,London,Primary,London,4,2,All
132197,Bantock Primary School,01902558710,H,Sarai,Community school,LA maintained schools,01-09-2000,Primary,Mixed,398,27.5,,Good,Wolverhampton,WV3 0HY,West Midlands,Primary,Non-London,4,3,All
143216,Benhurst Primary School,01708450807,David,Denchfield,Academy converter,Academies,01-10-2016,Primary,Mixed,412,10.2,LIFE EDUCATION TRUST,,Hornchurch,RM12 4QS,London,Primary,London,4,1,All
138560,Pennyman Primary Academy,01642314750,Katrina,Morley,Academy converter,Academies,01-09-2012,Primary,Mixed,426,31.9,TEES VALLEY EDUCATION,Good,Middlesbrough,TS3 0QS,North East,Primary,Non-London,4,4,All
103341,Boldmere Junior School,01214643656,Carl,Glasgow,Community school,LA maintained schools,,Primary,Mixed,360,5.3,,Outstanding,Sutton Coldfield,B73 5SD,West Midlands,Primary,Non-London,4,4,All
109844,Birch Copse Primary School,01189427442,J,Micklewhite,Community school,LA maintained schools,,Primary,Mixed,424,1.7,,Outstanding,Reading,RG31 5LN,South East,Primary,Non-London,4,1,All
107337,Baildon CofE Primary School,01274598540,Mary,Connor,Voluntary aided school,LA maintained schools,,Primary,Mixed,459,2,,Outstanding,Shipley,BD17 6TE,Yorkshire and the Humber,Primary,Non-London,4,3,All
138445,Mablethorpe Primary Academy,01507472472,Catherine L,Teale,Academy sponsor led,Academies,01-09-2012,Primary,Mixed,334,33.1,GREENWOOD ACADEMIES TRUST,Good,Mablethorpe,LN12 1EW,East Midlands,Primary,Non-London,4,4,All
107870,Wigton Moor Primary School,01132682341,Elaine,Bown,Community school,LA maintained schools,,Primary,Mixed,449,7.1,,Outstanding,Leeds,LS17 8RU,Yorkshire and the Humber,Primary,Non-London,4,5,All
110299,Juniper Hill School,01628523536,Gareth,Drawmer,Community school,LA maintained schools,,Primary,Mixed,422,3.1,,Good,High Wycombe,HP10 9LA,South East,Primary,Non-London,4,3,All
140849,Southcoates Primary Academy,01482701407,Edward,Chamberlain,Academy sponsor led,Academies,01-06-2014,Primary,Mixed,370,27.6,THE ENQUIRE LEARNING TRUST,Good,Hull,HU9 3TW,Yorkshire and the Humber,Primary,Non-London,4,3,All
101234,William Ford CofE Junior School,02082706582,Richard,Hopkins,Voluntary aided school,LA maintained schools,,Primary,Mixed,355,13,,Outstanding,Dagenham,RM10 9JS,London,Primary,London,4,2,All
112645,Walton Holymoorside Primary School,01246566502,Jane,Palmer-Coole,Community school,LA maintained schools,,Primary,Mixed,396,3.1,,Good,Chesterfield,S42 7DU,East Midlands,Primary,Non-London,4,3,All
108622,Star of the Sea RC VA Primary,01916432080,J,Hannah,Voluntary aided school,LA maintained schools,,Primary,Mixed,446,4.6,,Good,Whitley Bay,NE25 9EG,North East,Primary,Non-London,4,4,All
139166,Shaw Primary Academy,01708852367,Dawn,Copping,Academy converter,Academies,01-02-2013,Primary,Mixed,448,23.8,SHAW PRIMARY ACADEMY,Good,South Ockendon,RM15 5QJ,East of England,Primary,Non-London,4,3,All
140088,Raglan Primary School,02084606558,Kathleen,Margetts,Academy converter,Academies,01-09-2013,Primary,Mixed,432,3.2,CONNECT SCHOOLS ACADEMY TRUST,Good,Bromley,BR2 9NL,London,Primary,London,4,3,All
113114,Willand School,01884820367,Anne,Hawkins,Community school,LA maintained schools,,Primary,Mixed,382,10.2,,Outstanding,Cullompton,EX15 2QL,South West,Primary,Non-London,4,1,All
138037,St Paul's CofE Primary School,01432273784,Andrew,Teale,Academy converter,Academies,01-04-2012,Primary,Mixed,426,2.3,ST PAUL'S CHURCH OF ENGLAND PRIMARY SCHOOL,Outstanding,Hereford,HR1 1UX,West Midlands,Primary,Non-London,4,3,All
125931,London Meed Community Primary School,01444232336,Candida,Reece,Community school,LA maintained schools,,Primary,Mixed,409,5.4,,Requires improvement,Burgess Hill,RH15 9YQ,South East,Primary,Non-London,4,4,All
142985,Leasowes Primary School,01785337370,Gemma,Bettany,Academy converter,Academies,01-07-2016,Primary,Mixed,457,1.8,THE SOUTH EAST STAFFORD ACADEMY TRUST,,Stafford,ST17 0HT,West Midlands,Primary,Non-London,4,1,All
137951,Silver Springs Primary Academy,01613382475,Deborah,Mason,Academy sponsor led,Academies,01-04-2012,Primary,Mixed,397,29.4,GREAT ACADEMIES EDUCATION TRUST,Good,Stalybridge,SK15 1EA,North West,Primary,Non-London,4,3,All
142788,Woodford Primary School,01752336228,Phillipa,Harvey,Academy sponsor led,Academies,01-06-2016,Primary,Mixed,455,5.1,PLYM ACADEMY TRUST,,Plymouth,PL7 4RR,South West,Primary,Non-London,4,4,All
142584,Burnt Ash Primary School,02086972441,Leah,Crawley,Academy converter,Academies,01-02-2016,Primary,Mixed,425,17.6,BURNT ASH PRIMARY SCHOOL,,Bromley,BR1 4QX,London,Primary,London,4,2,All
122416,Dunkirk Primary and Nursery School,01159153273,H,Hollis,Community school,LA maintained schools,,Primary,Mixed,443,11.9,,Good,Nottingham,NG7 2LE,East Midlands,Primary,Non-London,4,2,All
101983,Carterhatch Infant School,02088046886,Sarah Clements,Adrienne Barrell,Community school,LA maintained schools,,Primary,Mixed,337,23,,Good,Enfield,EN1 4JY,London,Primary,London,4,3,All
139147,Chickerell Primary Academy,01305783876,Jody,Harris,Academy converter,Academies,01-01-2013,Primary,Mixed,403,14.1,CHICKERELL PRIMARY ACADEMY,Requires improvement,Weymouth,DT3 4AT,South West,Primary,Non-London,4,2,All
102984,Robin Hood Junior School,02086424292,Elisabeth,Broers,Community school,LA maintained schools,,Primary,Mixed,351,14.2,,Good,Sutton,SM1 1RL,London,Primary,London,4,2,All
117495,St Anthony's Catholic Primary School,01923226987,Pauline,Wilson,Voluntary aided school,LA maintained schools,,Primary,Mixed,411,2.9,,Outstanding,Watford,WD18 6BW,East of England,Primary,Non-London,4,3,All
103088,St Patrick's Catholic Primary School,02085094321,Ruslan,Protsiv,Voluntary aided school,LA maintained schools,,Primary,Mixed,443,7.6,,Good,London,E17 7DP,London,Primary,London,4,5,All
140544,Bishop Alexander L.E.A.D. Academy,01636680040,Nicky,Spencelayh,Academy sponsor led,Academies,01-02-2014,Primary,Mixed,335,14.6,L.E.A.D. MULTI-ACADEMY TRUST,Good,Newark,NG24 2BQ,East Midlands,Primary,Non-London,4,2,All
118167,Hunnyhill Primary School,01983522506,Lisa,Steedman,Community school,LA maintained schools,,Primary,Mixed,332,12.7,,Good,Newport,PO30 5SH,South East,Primary,Non-London,4,2,All
113138,Caen Community Primary School,01271812786,Sam,Page,Community school,LA maintained schools,,Primary,Mixed,348,6.9,,Good,Braunton,EX33 1AD,South West,Primary,Non-London,4,5,All
107000,Marlcliffe Community Primary School,01142344329,Alison,Mann,Community school,LA maintained schools,,Primary,Mixed,510,11.2,,Good,Sheffield,S6 4AJ,Yorkshire and the Humber,Primary,Non-London,5,1,All
138413,Southway Primary School,01243810200,Sarah,Holland,Academy sponsor led,Academies,01-09-2012,Primary,Mixed,649,13.4,UNITED LEARNING TRUST,Requires improvement,Bognor Regis,PO21 5EZ,South East,Primary,Non-London,5,2,All
115553,Parkend Primary School,01594562407,Jasmin,Marangon,Community school,LA maintained schools,,Primary,Mixed,69,13,,Requires improvement,Lydney,GL15 4HL,South West,Primary,Non-London,5,2,All
112797,Bakewell CofE Infant School,01629812322,Patricia,Outram,Voluntary controlled school,LA maintained schools,,Primary,Mixed,74,8.1,,Good,Bakewell,DE45 1BX,East Midlands,Primary,Non-London,5,5,All
139173,St John's CofE Primary School,01216751469,Carolyn,Seymour,Academy converter,Academies,01-01-2013,Primary,Mixed,489,17.1,"ST JOHN'S CHURCH OF ENGLAND PRIMARY SCHOOL,SPARKHILL",Outstanding,Birmingham,B11 4EA,West Midlands,Primary,Non-London,5,2,All
112276,Threlkeld CofE Primary School,01768779680,Nick,Turley,Voluntary controlled school,LA maintained schools,,Primary,Mixed,58,1.7,,Good,Keswick,CA12 4RX,North West,Primary,Non-London,5,1,All
140437,Cleeve Primary School,01482825279,Michael,Dodd,Academy converter,Academies,01-12-2013,Primary,Mixed,487,41.8,HORIZON ACADEMY TRUST,Good,Hull,HU7 4JH,Yorkshire and the Humber,Primary,Non-London,5,4,All
101196,Northbury Primary School,02082704750,Paramjit,Roopra,Community school,LA maintained schools,,Primary,Mixed,910,13.8,,Good,Barking,IG11 8JA,London,Primary,London,5,2,All
141656,Stambridge Primary School,01702544369,Bradley,Saunders,Academy sponsor led,Academies,01-02-2015,Primary,Mixed,58,34,HEARTS ACADEMY TRUST,Good,Rochford,SS4 2AP,East of England,Primary,Non-London,5,4,All
125613,Temple Herdewyke Primary School,01926641316,Maggie,Godfrey,Community school,LA maintained schools,,Primary,Mixed,66,1.5,,Good,Southam,CV47 2UD,West Midlands,Primary,Non-London,5,1,All
102820,William Torbitt Primary School,02085991209,Patricia,Hinds,Community school,LA maintained schools,,Primary,Mixed,723,11.2,,Good,Ilford,IG2 7SS,London,Primary,London,5,1,All
116864,Astley CofE Primary School,01299822002,Alison,Reakes-Williams,Voluntary aided school,LA maintained schools,,Primary,Mixed,95,5.3,,Good,Stourport-on-Severn,DY13 0RH,West Midlands,Primary,Non-London,5,4,All
141396,Rosslyn Park Primary and Nursery School,01159153266,Scott,Mason,Academy sponsor led,Academies,01-01-2015,Primary,Mixed,654,43,TRANSFORM TRUST,Good,Nottingham,NG8 6DD,East Midlands,Primary,Non-London,5,4,All
142934,Hillside Academy,01709862640,Joe,Woffinden,Academy sponsor led,Academies,01-08-2016,Primary,Mixed,82,22.1,ASTREA ACADEMY TRUST,,Doncaster,DN12 4DX,Yorkshire and the Humber,Primary,Non-London,5,3,All
119246,Layton Primary School,01253392179,Jonathan,Clucas,Community school,LA maintained schools,,Primary,Mixed,587,29,,Outstanding,Blackpool,FY3 7DX,North West,Primary,Non-London,5,3,All
103968,Lyng Primary School,01215531480,Andrew,Fowler,Community school,LA maintained schools,,Primary,Mixed,475,23.5,,Good,West Bromwich,B70 7SQ,West Midlands,Primary,Non-London,5,3,All
105163,Sunning Hill Primary School,01204333588,Claire,Whalley,Community school,LA maintained schools,,Primary,Mixed,535,14.5,,Outstanding,Bolton,BL3 6TR,North West,Primary,Non-London,5,2,All
123496,St Lawrence Church of England Voluntary Controlled Primary School,01952387780,Sue,Blackburn,Voluntary controlled school,LA maintained schools,,Primary,Mixed,83,6,,Good,Telford,TF6 6DH,West Midlands,Primary,Non-London,5,5,All
120040,Buswells Lodge Primary School,01162352129,Scott,Fewster,Community school,LA maintained schools,,Primary,Mixed,462,30.7,,Good,Leicester,LE4 0PT,East Midlands,Primary,Non-London,5,4,All
107965,Raynville Primary School,01132579590,Andrew,Midgley,Community school,LA maintained schools,,Primary,Mixed,481,28.2,,Good,Leeds,LS13 2TQ,Yorkshire and the Humber,Primary,Non-London,5,3,All
143383,Selwyn Primary School,02085273814,Maureen,Okoye,Academy converter,Academies,01-09-2016,Primary,Mixed,672,34.3,ARBOR ACADEMY TRUST,,London,E4 9NG,London,Primary,London,5,4,All
143183,Sidmouth Church of England (VA) Primary School,01395514146,Claire,Fegan,Academy converter,Academies,01-09-2016,Primary,Mixed,514,17.8,THE FIRST FEDERATION TRUST,,Sidmouth,EX10 9XB,South West,Primary,Non-London,5,2,All
142095,The Howard Primary School,01827383292,Paul,Lovern,Academy converter,Academies,01-08-2015,Primary,Mixed,49,0,THE SMALL SCHOOLS MULTI ACADEMY TRUST,Good,Tamworth,B79 9DB,West Midlands,Primary,Non-London,5,1,All
107293,Girlington Primary School,01274493543,K A,Swales,Community school,LA maintained schools,,Primary,Mixed,522,19.5,,Good,Bradford,BD8 9NR,Yorkshire and the Humber,Primary,Non-London,5,2,All
101555,St Joseph's Roman Catholic Primary School,02089655651,D,Titus,Voluntary aided school,LA maintained schools,,Primary,Mixed,527,12,,Outstanding,London,NW10 9LS,London,Primary,London,5,2,All
140839,Altarnun Community Primary School,0156686274,Kristina,Harrison,Academy sponsor led,Academies,01-06-2014,Primary,Mixed,70,4.3,ADVENTURE LEARNING ACADEMY TRUST,Requires improvement,Launceston,PL15 7RZ,South West,Primary,Non-London,5,4,All
102404,Yeading Infant and Nursery School,02085733389,Rupinder,Ahluwalia,Community school,LA maintained schools,,Primary,Mixed,472,12.4,,Good,Hayes,UB4 0NR,London,Primary,London,5,2,All
101202,Beam Primary School,02082704700,Tracey,Whittington,Community school,LA maintained schools,,Primary,Mixed,614,14.9,,Good,Dagenham,RM10 9ED,London,Primary,London,5,2,All
135288,Galton Valley Primary School,01215581690,Sarah,O'Boyle,Community school,LA maintained schools,01-09-2007,Primary,Mixed,525,17.4,,Good,Smethwick,B66 1BA,West Midlands,Primary,Non-London,5,2,All
142276,Hollinsclough Church of England Academy,0129883303,Janette,Mountford-Lees,Academy converter,Academies,01-09-2015,Primary,Mixed,49,8.3,THE PRAXIS TRUST,,Buxton,SK17 0RH,West Midlands,Primary,Non-London,5,5,All
140917,William Law CofE Primary School,01733577600,Tracey,Cunningham,Academy converter,Academies,01-06-2014,Primary,Mixed,629,8.9,WILLIAM LAW CE PRIMARY SCHOOL,Good,Peterborough,PE4 5DT,East of England,Primary,Non-London,5,5,All
125008,The Greville Primary School,01372274872,Max,Depree,Community school,LA maintained schools,,Primary,Mixed,602,6.5,,Good,Ashtead,KT21 1SH,South East,Primary,Non-London,5,5,All
138369,Barton Hill Academy,01803327161,Jane,Young,Academy sponsor led,Academies,01-09-2012,Primary,Mixed,638,41,ACADEMIES ENTERPRISE TRUST,Good,Torquay,TQ2 8JA,South West,Primary,Non-London,5,4,All
114434,Cradle Hill Community Primary School,01323892773,Andrea,Keith,Community school,LA maintained schools,,Primary,Mixed,468,7.7,,Good,Seaford,BN25 3BA,South East,Primary,Non-London,5,5,All
132211,Caldecote Community Primary School,01162824482,Mathew,Alcock,Community school,LA maintained schools,01-09-2001,Primary,Mixed,564,23.8,,Good,Leicester,LE3 1FF,East Midlands,Primary,Non-London,5,3,All
132073,Cooper and Jordan Church of England Primary School,01922743765,KJ,Farquhar,Voluntary aided school,LA maintained schools,01-09-2000,Primary,Mixed,486,7.6,,Good,Walsall,WS9 8NH,West Midlands,Primary,Non-London,5,5,All
141203,Five Spires Academy,01543223680,Helen,Bye,Academy sponsor led,Academies,01-09-2015,Primary,Mixed,81,4.6,REACH2 ACADEMY TRUST,Good,Lichfield,WS14 9AN,West Midlands,Primary,Non-London,5,4,All
103826,Queen Victoria Primary School,01384812545,Claire,Williams,Community school,LA maintained schools,,Primary,Mixed,635,22.3,,Requires improvement,Dudley,DY3 1JB,West Midlands,Primary,Non-London,5,3,All
118194,Yarmouth Church of England Aided Primary School,01983760345,Elizabeth,Grainger,Voluntary aided school,LA maintained schools,,Primary,Mixed,92,8.7,,Good,Yarmouth,PO41 0RA,South East,Primary,Non-London,5,5,All
